ClaimID,Status,FraudFlag,PolicyType,CoverageAmount,CustomerName,State,ClaimAmount,SettlementAmount,CostVariance,DaysToSettle,ClaimValueCategory,DateOfLoss,PolicyStartDate
30021,Approved,0,Life,564058.00,"Matthew Young",FL,62773.33,56322.40,6450.93,16,"High Value",2025-02-27,2024-06-05
30022,Approved,0,Auto,82169.00,"Jesus Gutierrez",SD,11139.50,9794.74,1344.76,79,"Medium Value",2023-08-31,2023-08-29
30023,Approved,0,Life,792452.00,"Katherine Lopez",IN,29940.18,27524.67,2415.51,41,"Medium Value",2024-01-02,2023-07-09
30024,Approved,0,Auto,45692.00,"Kimberly Johnson",NM,6772.09,6265.40,506.69,58,"Low Value",2024-07-13,2023-11-04
30027,Approved,0,Health,32996.00,"Christopher Drake",MP,2583.80,2409.22,174.58,72,"Low Value",2024-04-02,2023-11-15
30028,Approved,0,Auto,42360.00,"Tina Sosa",NE,6775.15,6051.13,724.02,1,"Low Value",2024-10-09,2024-06-25
30030,Approved,0,Auto,44492.00,"Holly Huffman",CT,2510.69,2185.31,325.38,72,"Low Value",2024-10-08,2024-02-24
30031,Approved,0,Auto,33315.00,"Jason Johnson",DE,5886.87,5394.38,492.49,59,"Low Value",2023-08-15,2023-07-03
30032,Approved,0,Home,382871.00,"Christopher Boyd",IL,73625.84,64907.62,8718.22,51,"High Value",2023-08-26,2022-12-02
30033,Approved,0,Auto,66562.00,"Mrs. Dawn Gray",DE,2973.68,2746.07,227.61,23,"Low Value",2026-02-10,2025-03-26
30034,Approved,0,Auto,78514.00,"Amanda Krause",NM,4515.58,3981.17,534.41,14,"Low Value",2023-11-25,2023-07-03
30035,Approved,0,Auto,66332.00,"Zachary Medina",WV,767.93,748.95,18.98,83,"Low Value",2025-08-30,2024-09-03
30036,Approved,0,Auto,60202.00,"Douglas Jones",MP,4347.50,3976.61,370.89,87,"Low Value",2024-06-26,2023-11-07
30037,Denied,0,Home,547934.00,"Bradley Colon",IL,55397.63,0.00,55397.63,6,"High Value",2022-11-22,2022-08-29
30038,Approved,0,Life,970496.00,"Riley Soto",SD,11805.74,11494.67,311.07,14,"Medium Value",2023-12-05,2023-09-29
30039,Approved,0,Auto,90487.00,"David Lawrence",IA,7894.78,7169.66,725.12,2,"Low Value",2023-09-16,2022-12-03
30040,Denied,0,Home,594641.00,"Heather Robinson",MT,37983.31,0.00,37983.31,15,"Medium Value",2025-02-17,2024-09-28
30041,Denied,0,Auto,42640.00,"Angela Branch",DC,7402.38,0.00,7402.38,4,"Low Value",2025-07-26,2025-01-22
30043,Approved,0,Home,434685.00,"Molly Gamble",NC,12692.91,12157.26,535.65,79,"Medium Value",2025-07-07,2025-06-03
30044,Denied,0,Life,275995.00,"William Ward",OH,51803.25,0.00,51803.25,1,"High Value",2024-10-18,2024-10-18
30045,Approved,0,Health,28399.00,"Lori Steele",UT,1916.83,1778.64,138.19,89,"Low Value",2024-10-03,2024-01-21
30046,Denied,1,Auto,60611.00,"Derek Martin",MS,45190.20,0.00,45190.20,5,"Medium Value",2023-07-15,2023-07-11
30047,Approved,0,Auto,36160.00,"James Pratt",GU,1756.56,1579.88,176.68,2,"Low Value",2022-08-08,2022-07-20
30049,Denied,0,Life,317631.00,"Samantha Miller",RI,37526.11,0.00,37526.11,8,"Medium Value",2023-08-30,2023-03-05
30050,Approved,0,Health,10114.00,"Christopher Sanchez",MO,718.76,664.94,53.82,5,"Low Value",2024-04-04,2024-03-18
30051,Approved,0,Health,26406.00,"Andrea Brooks",WY,3561.72,3319.47,242.25,64,"Low Value",2025-04-07,2024-10-15
30052,Approved,0,Auto,63455.00,"John Smith",TN,2379.24,2292.17,87.07,26,"Low Value",2025-06-01,2025-05-18
30053,Approved,0,Health,41175.00,"Samantha Costa",MD,8234.51,7185.77,1048.74,36,"Low Value",2024-11-04,2024-06-26
30054,Approved,0,Auto,89089.00,"David Horton",VT,10996.86,9485.48,1511.38,47,"Medium Value",2025-11-03,2025-05-08
30055,Approved,0,Life,809603.00,"Cheyenne Archer",WY,136675.41,120350.87,16324.54,63,"High Value",2025-02-27,2024-03-01
30057,Approved,0,Home,245704.00,"Paul Snyder",CT,44734.46,44015.73,718.73,3,"Medium Value",2025-09-19,2025-04-01
30058,Approved,0,Home,726186.00,"Valerie Hayes",NJ,962.08,944.96,17.12,70,"Low Value",2023-10-23,2023-02-26
30059,Approved,0,Health,42281.00,"Holly Smith",ME,7199.57,6570.17,629.40,79,"Low Value",2026-03-06,2025-03-18
30060,Denied,0,Health,18517.00,"Sandra Gray",NV,1930.67,0.00,1930.67,15,"Low Value",2023-02-24,2023-02-21
30061,Denied,0,Health,42407.00,"Amy Meyer",IL,6227.61,0.00,6227.61,8,"Low Value",2023-07-30,2023-02-03
30062,Denied,0,Auto,31081.00,"Dr. Jasmine Flores",GA,2514.58,0.00,2514.58,10,"Low Value",2023-09-21,2022-12-13
30063,Approved,0,Auto,60052.00,"Kyle Martin",MP,11894.98,10222.94,1672.04,60,"Medium Value",2023-05-03,2023-02-01
30064,Approved,0,Health,30872.00,"Samantha Graham",DE,2122.47,1825.47,297.00,61,"Low Value",2023-11-26,2023-06-30
30066,Approved,0,Life,720068.00,"Jessica Miller",NE,102281.67,101629.91,651.76,56,"High Value",2024-01-15,2024-01-08
30067,Approved,0,Health,14549.00,"Corey Cooke",NV,805.61,783.01,22.60,60,"Low Value",2024-07-19,2024-04-09
30068,Denied,0,Auto,94982.00,"Sandra Reed",MA,3340.02,0.00,3340.02,17,"Low Value",2025-09-19,2025-05-26
30069,Approved,0,Auto,43685.00,"Dr. Benjamin Wang",IN,2521.56,2420.83,100.73,57,"Low Value",2023-03-24,2022-09-18
30070,Approved,0,Auto,87743.00,"Lynn Kelly",TX,15897.30,15250.45,646.85,46,"Medium Value",2023-10-01,2022-10-23
30071,Approved,0,Auto,95671.00,"Jose Gray",MN,6367.97,5765.57,602.40,22,"Low Value",2025-08-30,2025-05-28
30072,Approved,0,Auto,51235.00,"Max Juarez",RI,1368.74,1210.51,158.23,49,"Low Value",2025-03-29,2024-10-13
30073,Approved,0,Life,846683.00,"Michelle Thompson",TX,158750.80,140832.34,17918.46,21,"High Value",2024-07-18,2024-07-03
30074,Denied,0,Auto,70287.00,"Daniel Mata",WA,5340.54,0.00,5340.54,27,"Low Value",2024-04-16,2024-02-20
30075,Denied,1,Life,474007.00,"Crystal Schneider",UT,64862.37,0.00,64862.37,345,"High Value",2022-10-27,2022-10-26
30076,Denied,0,Auto,77567.00,"Tina Cantu",MA,4048.32,0.00,4048.32,24,"Low Value",2023-10-08,2023-03-01
30079,Approved,0,Life,217904.00,"James Edwards",AR,16758.09,14667.60,2090.49,47,"Medium Value",2023-08-02,2023-03-10
30080,Approved,0,Life,182418.00,"Terry Hall",ME,36393.17,33927.21,2465.96,48,"Medium Value",2025-07-07,2025-01-07
30081,Approved,0,Life,260436.00,"Mrs. Emma Garcia",CO,49800.11,46616.51,3183.60,46,"Medium Value",2023-10-03,2023-05-23
30082,Approved,0,Life,958836.00,"Nicole Taylor",NE,76743.18,71305.33,5437.85,59,"High Value",2026-01-23,2025-03-17
30083,Approved,0,Home,538020.00,"Natalie Smith",UT,86064.20,83438.34,2625.86,76,"High Value",2022-11-20,2022-11-09
30084,Approved,0,Life,157635.00,"Charlene Munoz",NY,2151.30,2024.75,126.55,53,"Low Value",2023-09-14,2023-02-26
30085,Approved,0,Life,209926.00,"Gabriel Ellis",ID,34173.78,30602.18,3571.60,82,"Medium Value",2023-11-23,2023-04-15
30086,Approved,0,Home,532906.00,"Jonathon Jones",CO,85544.62,83121.28,2423.34,72,"High Value",2024-04-14,2023-06-22
30087,Approved,0,Health,15766.00,"Mary James",KY,1003.30,854.27,149.03,19,"Low Value",2024-07-23,2023-09-03
30088,Approved,0,Home,358943.00,"Michael Carter",TX,69414.92,59037.45,10377.47,80,"High Value",2023-03-16,2022-07-10
30089,Approved,0,Life,907383.00,"Nathaniel Sanders",FL,100738.81,98379.65,2359.16,37,"High Value",2023-09-06,2022-09-20
30090,Denied,0,Auto,45527.00,"Glen Gibson",TX,2205.85,0.00,2205.85,27,"Low Value",2025-09-11,2025-03-08
30091,Denied,0,Home,436687.00,"Crystal Powell",NC,44185.25,0.00,44185.25,1,"Medium Value",2025-10-09,2025-03-02
30093,Approved,0,Health,18904.00,"Nina Smith",IA,2151.73,1837.74,313.99,53,"Low Value",2024-06-11,2024-03-19
30094,Approved,0,Life,239449.00,"Katherine Todd",AK,18894.59,17595.63,1298.96,19,"Medium Value",2025-10-13,2025-01-10
30095,Approved,0,Health,37371.00,"Stacey Cunningham",CT,7105.36,7061.63,43.73,3,"Low Value",2026-03-04,2025-06-20
30096,Approved,0,Auto,53447.00,"Richard Chapman",AZ,6968.88,6331.65,637.23,37,"Low Value",2023-11-23,2023-04-26
30097,Denied,0,Auto,63837.00,"Edward Adams",GA,4830.39,0.00,4830.39,18,"Low Value",2024-02-24,2023-03-15
30098,Approved,0,Health,34421.00,"Susan Wilson",VT,591.30,511.50,79.80,26,"Low Value",2025-03-16,2024-05-03
30099,Approved,0,Health,48476.00,"Mary Foster",WA,578.87,558.96,19.91,71,"Low Value",2024-09-09,2024-08-13
30100,Approved,0,Home,574259.00,"Stacy Curtis",ME,80676.32,69690.71,10985.61,15,"High Value",2024-03-04,2023-10-28
30101,Denied,0,Home,213051.00,"Miranda Lozano",AK,18634.75,0.00,18634.75,20,"Medium Value",2025-11-27,2025-06-28
30102,Approved,0,Auto,80346.00,"Terri Baker",NM,6528.68,5612.61,916.07,88,"Low Value",2023-10-10,2023-04-29
30103,Approved,0,Home,477786.00,"Sierra Alvarado",ID,15124.50,14162.84,961.66,56,"Medium Value",2024-12-02,2024-01-21
30104,Denied,0,Auto,59183.00,"James Patel",TN,6923.24,0.00,6923.24,0,"Low Value",2023-12-17,2023-08-04
30105,Approved,0,Auto,94470.00,"Daniel Mata",WA,1417.95,1343.93,74.02,31,"Low Value",2023-11-03,2023-04-04
30106,Denied,0,Health,16362.00,"Scott Blackwell",VI,660.82,0.00,660.82,8,"Low Value",2025-07-12,2025-05-10
30107,Approved,0,Auto,44539.00,"Mark Osborn",MN,7722.20,7509.30,212.90,70,"Low Value",2023-08-26,2023-06-08
30108,Approved,0,Auto,68420.00,"Johnny Torres",MH,12585.09,11833.04,752.05,21,"Medium Value",2025-01-08,2024-03-10
30109,Approved,0,Health,46217.00,"Grace Miller",MA,1523.58,1450.05,73.53,30,"Low Value",2024-02-28,2023-10-21
30110,Approved,0,Auto,27140.00,"Douglas Foley",FM,572.12,505.42,66.70,38,"Low Value",2025-04-19,2024-08-09
30111,Denied,0,Home,374797.00,"Carly Klein",OK,35408.87,0.00,35408.87,9,"Medium Value",2024-08-14,2024-08-07
30112,Denied,0,Health,40586.00,"Erin Hill",ME,2229.31,0.00,2229.31,2,"Low Value",2025-01-21,2024-04-16
30113,Approved,0,Life,144482.00,"Courtney Johnson",MP,6933.82,6750.41,183.41,89,"Low Value",2025-11-25,2025-04-22
30114,Denied,0,Home,469879.00,"Matthew Lamb",WV,19264.18,0.00,19264.18,22,"Medium Value",2023-06-21,2022-12-23
30115,Approved,0,Health,38041.00,"Kimberly Trevino",CA,6109.57,5263.79,845.78,42,"Low Value",2025-01-02,2024-03-30
30116,Denied,1,Health,34881.00,"Stephanie Jones",NM,26100.58,2760.36,23340.22,25,"Medium Value",2024-09-24,2024-03-11
30117,Approved,0,Health,23044.00,"Pamela Ferguson",HI,3976.10,3383.07,593.03,14,"Low Value",2024-01-01,2023-12-02
30120,Approved,0,Home,454598.00,"Whitney Ramirez",KS,40170.85,39642.18,528.67,14,"Medium Value",2023-10-12,2023-09-28
30121,Approved,0,Life,719032.00,"Anthony Booth",MD,108778.34,97747.11,11031.23,41,"High Value",2024-04-30,2023-12-07
30122,Approved,0,Health,33248.00,"Shelly Perry",ME,3694.04,3456.60,237.44,71,"Low Value",2023-11-27,2023-11-01
30123,Approved,0,Health,41477.00,"Mark Kim",OR,7958.91,7189.33,769.58,22,"Low Value",2023-09-25,2023-05-09
30124,Approved,0,Auto,38116.00,"Lauren Shepherd",DE,2207.62,1925.45,282.17,43,"Low Value",2023-10-12,2022-12-23
30125,Approved,0,Auto,64122.00,"Mrs. Kaitlin Thompson",ID,8360.32,7146.92,1213.40,35,"Low Value",2025-05-26,2024-12-17
30126,Approved,0,Health,25170.00,"Donald Gonzales",AR,4563.17,4530.92,32.25,41,"Low Value",2024-01-05,2023-06-07
30127,Denied,0,Auto,87234.00,"Roger Wilson",MH,602.68,0.00,602.68,4,"Low Value",2024-08-10,2024-01-11
30128,Approved,0,Auto,97057.00,"Gregory Allen",KS,16256.56,16000.36,256.20,18,"Medium Value",2024-06-06,2024-02-26
30129,Approved,0,Auto,70793.00,"Caleb Gillespie",FL,13494.45,12440.04,1054.41,4,"Medium Value",2023-09-04,2022-10-13
30130,Denied,0,Auto,98335.00,"James Hinton",MI,2858.29,0.00,2858.29,28,"Low Value",2024-02-10,2023-02-13
30131,Approved,0,Auto,89923.00,"Debra Garcia",NE,11203.92,10670.48,533.44,32,"Medium Value",2025-09-06,2024-11-14
30133,Denied,0,Life,411982.00,"Jamie Ellis",MD,59393.54,0.00,59393.54,9,"High Value",2025-01-28,2024-09-21
30134,Denied,1,Health,31860.00,"Stanley Brooks",TN,22960.37,3019.70,19940.67,88,"Medium Value",2023-04-17,2022-10-17
30137,Denied,0,Home,238561.00,"Frank Duran",SD,38081.04,0.00,38081.04,11,"Medium Value",2026-02-27,2025-04-06
30138,Approved,0,Health,24019.00,"Evelyn Figueroa",MP,4143.81,3696.36,447.45,31,"Low Value",2024-02-17,2023-12-27
30139,Approved,0,Auto,54751.00,"Christopher Leon",NC,9665.67,9235.80,429.87,85,"Low Value",2024-03-18,2023-10-20
30140,Approved,0,Home,612250.00,"Connie Smith",FL,69882.20,62710.15,7172.05,64,"High Value",2024-08-04,2024-04-07
30141,Denied,0,Home,368679.00,"Cindy Bartlett",RI,63588.40,0.00,63588.40,17,"High Value",2025-09-30,2025-02-24
30142,Approved,0,Health,42893.00,"Seth Gonzalez",MI,7998.96,7640.44,358.52,89,"Low Value",2025-05-07,2024-08-31
30143,Approved,0,Auto,28837.00,"Laurie Brown",AS,2840.20,2678.39,161.81,64,"Low Value",2024-04-16,2023-05-09
30144,Approved,0,Home,273655.00,"Mark White",TX,12972.46,12672.40,300.06,62,"Medium Value",2025-09-18,2025-04-04
30145,Approved,0,Auto,69078.00,"Lisa Jennings",CT,11061.02,10145.96,915.06,75,"Medium Value",2024-12-01,2024-04-09
30146,Approved,0,Health,38187.00,"Amy Scott",CA,1721.61,1535.12,186.49,23,"Low Value",2025-12-09,2025-04-10
30147,Approved,0,Home,738234.00,"Dana Smith",MO,133910.89,114609.43,19301.46,11,"High Value",2025-03-25,2024-08-14
30148,Approved,0,Home,729449.00,"Alan Mcclure",IA,100217.16,94757.31,5459.85,24,"High Value",2025-05-02,2025-03-04
30149,Approved,0,Home,303967.00,"Ronald Bell",CO,13797.26,12140.77,1656.49,88,"Medium Value",2024-08-30,2024-04-03
30150,Approved,0,Auto,97561.00,"Kaitlin Lawrence",PW,11800.67,11553.05,247.62,59,"Medium Value",2024-01-18,2023-08-21
30151,Approved,0,Home,428016.00,"Randall Hughes",ME,22956.65,22923.50,33.15,20,"Medium Value",2025-01-01,2024-04-14
30152,Approved,0,Auto,86932.00,"Olivia Stein",NE,3842.54,3380.67,461.87,0,"Low Value",2025-01-11,2024-06-17
30153,Denied,0,Life,257652.00,"David Marsh",FL,31781.40,0.00,31781.40,10,"Medium Value",2024-04-18,2023-10-15
30155,Approved,0,Health,44282.00,"Jennifer Nelson",VI,4729.77,4665.84,63.93,15,"Low Value",2024-08-10,2024-02-20
30156,Denied,0,Health,45079.00,"Kathryn Torres",MH,543.07,0.00,543.07,27,"Low Value",2025-07-19,2025-05-11
30157,Approved,0,Health,29274.00,"Alyssa Lewis",VT,5040.38,4614.88,425.50,11,"Low Value",2024-04-06,2024-03-26
30159,Approved,0,Auto,35011.00,"Gary Walker",WA,1259.89,1198.88,61.01,6,"Low Value",2023-09-20,2022-11-17
30160,Denied,0,Auto,43693.00,"Todd Gay",GU,1941.30,0.00,1941.30,29,"Low Value",2026-01-29,2025-05-29
30161,Approved,0,Life,507749.00,"Marc Ramirez",MI,86487.47,81732.32,4755.15,54,"High Value",2025-02-23,2024-10-11
30162,Approved,0,Life,164487.00,"Judith Gregory",NM,16444.65,15197.80,1246.85,43,"Medium Value",2025-02-26,2024-12-24
30163,Approved,0,Home,565266.00,"Devin Spears",IN,105269.17,90107.08,15162.09,73,"High Value",2023-11-25,2023-06-16
30165,Approved,0,Life,965392.00,"Chad Anderson",NV,143703.87,129902.44,13801.43,59,"High Value",2024-03-20,2024-03-12
30166,Approved,0,Auto,50729.00,"Alicia Perry",PA,9875.27,8694.23,1181.04,69,"Low Value",2024-12-30,2024-11-09
30167,Denied,0,Life,758900.00,"Kristy Gray",AL,140123.82,0.00,140123.82,24,"High Value",2024-12-01,2024-09-03
30168,Approved,0,Life,257652.00,"David Marsh",FL,41933.18,39179.67,2753.51,27,"Medium Value",2023-11-04,2023-10-15
30169,Approved,0,Life,817196.00,"Ana Leon",MH,125631.41,111503.60,14127.81,0,"High Value",2022-11-28,2022-09-08
30170,Approved,0,Health,29859.00,"Mitchell Murphy",GU,3101.03,2872.76,228.27,67,"Low Value",2024-04-18,2023-05-15
30171,Denied,0,Health,23037.00,"John Berry",KY,2366.66,0.00,2366.66,4,"Low Value",2026-01-01,2025-02-12
30173,Approved,0,Auto,82009.00,"Kathleen Becker",FL,15973.55,15846.77,126.78,63,"Medium Value",2025-09-15,2025-03-26
30175,Approved,0,Life,262439.00,"Beth Howe",AL,8061.19,7671.51,389.68,34,"Low Value",2025-11-07,2025-03-09
30176,Approved,0,Auto,51523.00,"Andrew Hernandez",MT,1761.32,1579.29,182.03,3,"Low Value",2023-09-22,2023-07-01
30179,Approved,0,Home,577253.00,"Andrea Miller",MO,17203.52,15454.79,1748.73,65,"Medium Value",2023-07-03,2022-12-02
30180,Denied,0,Health,45319.00,"Tyler Martinez",CT,3201.98,0.00,3201.98,0,"Low Value",2023-01-23,2022-12-02
30181,Approved,0,Auto,60358.00,"Brandon Farrell",MO,8112.44,7137.74,974.70,20,"Low Value",2023-07-28,2022-08-20
30182,Approved,0,Health,35873.00,"Kerri Jones",KS,2684.55,2641.31,43.24,5,"Low Value",2025-07-07,2025-04-19
30183,Denied,0,Health,26726.00,"Sara Harmon",NC,3045.96,0.00,3045.96,3,"Low Value",2023-09-30,2023-08-03
30184,Denied,0,Life,635751.00,"John Jones",MT,124592.57,0.00,124592.57,0,"High Value",2025-06-15,2024-09-16
30185,Approved,0,Auto,81259.00,"Nicole Hernandez",OH,2043.38,2019.54,23.84,82,"Low Value",2024-03-03,2023-04-18
30186,Approved,0,Health,13749.00,"Mary Jones",PA,1217.85,1097.07,120.78,48,"Low Value",2023-03-20,2022-09-21
30187,Denied,0,Life,385975.00,"Lisa Cruz",AS,28618.19,0.00,28618.19,18,"Medium Value",2023-03-30,2023-03-03
30188,Approved,1,Auto,47635.00,"Steven Fowler",PR,6719.79,5859.21,860.58,297,"Low Value",2022-07-13,2022-07-09
30189,Approved,0,Auto,65375.00,"Bailey Mitchell",AK,7178.67,7086.63,92.04,31,"Low Value",2025-02-05,2024-10-31
30190,Approved,0,Auto,68561.00,"Michael Vasquez",CA,1899.25,1859.01,40.24,87,"Low Value",2023-06-29,2022-12-25
30191,Approved,0,Home,339734.00,"Christopher Medina",OR,30962.12,26449.71,4512.41,18,"Medium Value",2024-10-30,2024-05-06
30192,Denied,0,Health,13519.00,"Joseph Martin",FM,796.96,0.00,796.96,10,"Low Value",2025-11-28,2025-03-06
30193,Approved,0,Home,603849.00,"Mrs. April Jones",CO,15566.19,15536.80,29.39,29,"Medium Value",2022-11-25,2022-10-06
30194,Approved,0,Life,299499.00,"Natalie Gray",CA,34677.57,32311.09,2366.48,0,"Medium Value",2024-08-31,2023-11-15
30195,Approved,0,Life,563843.00,"Olivia Stein",NE,25453.51,23798.22,1655.29,49,"Medium Value",2025-12-09,2025-02-23
30196,Denied,0,Home,445967.00,"Rita Nichols",PR,86438.89,0.00,86438.89,11,"High Value",2023-06-30,2022-10-18
30197,Approved,0,Life,862780.00,"Terri Baker",NM,6488.21,5989.26,498.95,10,"Low Value",2024-03-15,2023-08-07
30198,Denied,0,Auto,71091.00,"Tina Lee",VT,3002.75,0.00,3002.75,0,"Low Value",2024-07-02,2023-11-18
30199,Approved,0,Auto,77359.00,"Monica Moore",CT,9169.20,8355.55,813.65,87,"Low Value",2024-03-24,2023-08-15
30200,Approved,0,Life,363714.00,"Lori Lopez",FM,22490.16,21985.22,504.94,30,"Medium Value",2022-07-29,2022-07-14
30201,Approved,0,Life,549474.00,"Jennifer Morris",RI,72618.43,66309.63,6308.80,65,"High Value",2023-05-04,2023-04-23
30202,Approved,0,Auto,80832.00,"Nicole Taylor",NE,5459.75,5353.68,106.07,70,"Low Value",2024-02-06,2023-08-10
30203,Approved,0,Life,122585.00,"Terry Jackson",CO,2405.12,2284.06,121.06,8,"Low Value",2024-05-05,2023-10-30
30204,Approved,0,Life,624553.00,"Robin Miles",IL,103753.16,95385.09,8368.07,71,"High Value",2023-08-09,2023-02-21
30205,Denied,0,Health,47172.00,"Michael Carter",TX,8536.64,0.00,8536.64,19,"Low Value",2025-07-24,2025-06-10
30206,Approved,0,Home,465157.00,"Mark Christensen",DC,12642.59,11920.00,722.59,73,"Medium Value",2022-09-15,2022-07-05
30207,Approved,0,Home,428045.00,"Michelle Chen",NC,70604.60,66916.06,3688.54,22,"High Value",2024-04-20,2023-06-23
30208,Approved,0,Life,995440.00,"Sean Jones",CO,114512.49,99656.23,14856.26,29,"High Value",2024-10-18,2024-04-21
30209,Denied,0,Auto,48550.00,"Kari Myers",IL,8778.92,0.00,8778.92,21,"Low Value",2024-10-07,2024-06-04
30210,Approved,0,Life,622160.00,"Debra Thompson",DE,32571.67,27955.14,4616.53,67,"Medium Value",2024-07-12,2024-05-19
30211,Approved,0,Health,38280.00,"Alicia Perry",PA,2386.47,2077.71,308.76,35,"Low Value",2023-03-17,2023-02-25
30212,Approved,0,Auto,35918.00,"Gabrielle Gardner",NY,4913.04,4908.91,4.13,70,"Low Value",2023-10-13,2022-10-18
30214,Approved,0,Auto,92488.00,"Tina Nguyen",TX,6553.13,6081.20,471.93,56,"Low Value",2023-10-14,2023-05-03
30215,Denied,1,Life,124100.00,"Brittany Macdonald",KY,6925.05,0.00,6925.05,107,"Low Value",2023-10-21,2023-10-20
30217,Approved,0,Life,212320.00,"James Davis",PW,20276.48,17370.89,2905.59,84,"Medium Value",2024-10-03,2024-04-18
30218,Approved,0,Health,41361.00,"Joseph Larson",ID,7293.49,6384.67,908.82,89,"Low Value",2023-08-23,2023-02-14
30219,Approved,0,Health,33945.00,"Timothy Novak",AS,5355.23,5196.19,159.04,81,"Low Value",2024-07-01,2024-05-07
30220,Denied,0,Health,32259.00,"Bruce Weaver",MA,1085.21,0.00,1085.21,22,"Low Value",2023-06-03,2022-07-26
30222,Approved,1,Auto,92607.00,"Larry Mueller",RI,2822.42,551.08,2271.34,72,"Low Value",2025-01-20,2024-12-19
30223,Approved,0,Auto,43000.00,"Leslie Tran",ID,2662.80,2428.64,234.16,24,"Low Value",2024-02-11,2023-12-21
30224,Denied,0,Home,619984.00,"Jim Smith",KY,103997.29,0.00,103997.29,15,"High Value",2024-08-07,2024-02-18
30225,Denied,0,Health,27866.00,"Debra Ramsey",ID,1279.59,0.00,1279.59,1,"Low Value",2025-10-24,2025-01-01
30226,Approved,0,Auto,49097.00,"Brandy Moreno",NM,6844.74,6811.48,33.26,47,"Low Value",2024-09-25,2024-05-25
30227,Approved,0,Home,386164.00,"Austin Pitts",MP,68727.94,61801.78,6926.16,81,"High Value",2022-12-26,2022-11-29
30228,Denied,0,Auto,58527.00,"Edward Hill",HI,11178.40,0.00,11178.40,8,"Medium Value",2025-07-18,2024-11-21
30229,Denied,0,Life,483998.00,"William Romero",MS,27897.44,0.00,27897.44,11,"Medium Value",2024-01-13,2023-09-24
30230,Approved,0,Health,15676.00,"Kenneth Cruz",LA,2511.78,2186.28,325.50,25,"Low Value",2023-12-16,2023-05-19
30231,Approved,0,Health,34583.00,"Paul Summers",AK,5098.61,4448.35,650.26,82,"Low Value",2024-07-16,2023-10-14
30232,Approved,0,Life,595080.00,"Miranda Bates",OK,66155.84,61343.97,4811.87,81,"High Value",2023-09-20,2023-05-09
30233,Approved,0,Auto,63503.00,"Randall Potter",VT,1295.48,1276.91,18.57,39,"Low Value",2025-10-23,2025-04-17
30234,Approved,0,Health,38494.00,"Jordan Morgan",AZ,2381.91,2146.88,235.03,12,"Low Value",2024-02-07,2023-06-03
30236,Denied,0,Home,730318.00,"Michael Becker",MI,33879.29,0.00,33879.29,6,"Medium Value",2024-06-17,2023-12-27
